REGION,LOCALITE,NOM_BANQUE,CATEGORIE,NOM GUICHET,ADRESSE GUICHET,latitude,longitude
LOCALITE,BANQUE,CATEGORIE,CODE GUICHET,ADRESSE GUICHET,,,
MARRAKECH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4500682,IMMEUBLE ASKJOUR LOT MAATALLAH N° 266 QUARTIER MHAMID MARRAKECH,,,
MARRAKECH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4500690,"PROPRIETE DITE ""GUADALPINE 16""AV. MED V MARRAKECH",,,
MARRAKECH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4500691,VILLA RIAD RUE IBN HANBEL GUELIZ MARRAKECH,,,
MARRAKECH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4500693,PROPRIETE SABOU II HAY AL MASSIRA III. MARRAKECH,,,
MARRAKECH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4500694,"RUE DAR LBACHA PROPRIETE DITE ""TAHOUNA"" RIAD LAAROUSS MARRAKECH",,,
MARTIL,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7270458,AVENUE MY HASSAN .MARTIL,,,
MARTIL,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7270475,"AVENUE MOULAY EL HASSANE, MARTIL",,,
MARTIL,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7270517,HAY CHBAR AVENUE MOULAY RACHID MARTIL,,,
MASSA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0150155,CENTRE EL KHARIJ,,,
M'DIQ,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7280456,"BOULEVARD MOHAMED V, CENTRE DE M'DIQ",,,
M'DIQ,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7280507,"AVENUE ABDELKRIM KHATTABI MDIQ		_x000D_
			_x000D_
		_x000D_
	_x000D_
			_x000D_
",,,
MECHRAA BEL KSIRI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3360195,"18, RUE ABDELMOUMEN",,,
MECHRAA BEL KSIRI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3360257,"8, LOT MASSIRA, AVENUE DES FAR",,,
MECHRAA BEL KSIRI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3360342,"N° 9, LOTISSEMENT MAHMORA ROUTE SOUK LARBAA EL GHARB MECHRAA BELKSIRI",,,
MEDIOUNA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7930717,"27, LOTISSEMENT ABDELKADER",,,
MEDIOUNA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7930886,"LOTISSEMENT TISSIIR, LOT N 104 MEDIOUNA  CASABLANCA",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800802,"17, AVENUE MOHAMED V",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800803,"LOTISSEMENT SARAMITO 4,  QUARTIER SBATA, N° 4,  MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800804,"LOTISSEMENT KORTOBA, LOT N°26, SECTEUR 1, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800805,"100,102 BD ROUAMZINE MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800808,"3, ANGLE RUES BANDOENG ET MOULAY YOUSSEF",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800811,9 AVENUE HASSAN II VILLE NOUVELLE MEKNES,,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800812,"9, AVENUE HASSAN II",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800813,"ZENKAT KHALID BEN WALID, BORJ MOULAY OMAR",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800814,SIDI BOUSSEKRI,,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800815,"19, RUE GNAOUA",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800816,"4, RUE D'ALEXANDRIE",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800817,"3, LOT DIOUR SALAM, AVENUE NASR, VILLE NOUVELLE, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800818,ANGLE AV DES FAR ET RUE VICTOR HUGO MEKNES EL MENZEH 50000,,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800819,"COMPLEXE WALILI, ROUTE DE RABAT-SIDI SAID",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800820,"124, RUE SEKKAKINE",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800821,"ANGLE RUE DE TANGER ET RUE D'IFRANE, RESIDENCE AL HADIKA",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800822,"4, RUE D'ALEXANDRIE, HAMRIYA",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800823,"6, LOT RIZANA AL MANSOUR ROUTE D'ANGOURAI MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800824,"BOULEVARD EL MASSIRA, EL MENZAH",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800825,"DAR SMEN, QUARTIER ROUAMZINE",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800829,"LOT N° 72, LOT SFIA, SIDI SAID, QUARTIER ZERHOUNIA",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800830,"240, LOT ALEM, EL BASSATINE III",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800834,"LOT N° 99, MARJANE II, ROUTE D'AGOURAI, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800836,"IMMEUBLE A, AVENUE ASSAADIYINE, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800837,QUARTIER IZDIHAR BORJ MLY OMAR MEKNES,,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800844,"LOT 3427, RUE 16, QUARTIER OUJEH AROUS MEKNES 50000",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800846,"130, AVENUE N° 1, TOULAL, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800848,"7, LOTISSEMENT EL MANSOUR, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800849,"AVENUE ALLAL BEN ABDELLAH QUARTIER OUISLANE, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800851,"1, HAY ESSALAM 2, SIDI SAID, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800858,ANGLE RUES HAROUN ERRACHID ET JAMAL EDDINE AL AFGHANI,,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800859,"103, LOTISSEMENT LARAICHI EL BASSATINE, MEKNES",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800861,"IMM 38, EL BOUSTANE3, WISLANE",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800863,"1, LOTISSEMENT EL WAFA, TOUARGA",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800868,"LOT 33 SECTEUR 4 LOTISSEMENT KORTOBA MEKNES_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800870,"LOTISSEMENT SIJILMASSA MEKNES ISMAILIA_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800871,"121, AVENUE MOHAMED VI NARJIS II MEKNES_x000D_
_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800872,"ROUTE DE FES CENTRE OUED JDIDA MEKNES_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800874,"LOTISSELMENT RYAD TOULAL 1  MEKNES_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800875,"ANGLE RUE EL HOUTEYA ET ROUTE D ERRACHIDIA_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800877,"RIAD ZITOUNA, MARJANE 3_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800878,"LOGEMENT ANNAIM B77 AGDAL_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800879,"HAY ZAHOUA ROUTE D'EL HAJEB_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800880,"1, AVENUE MOULAY ISMAIL, COMPLEXE DAWLIZ, EL MENZAH",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800885,"ANGLE RUE DE FES ET RUE DE TUNIS MEKNES VILLE NOUVELLE_x000D_
_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800889,"QUARTIER MOULAY ISMAIL  MITOYEN MOSQUEE AL ANOUAR MEKNES_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800893,"AVENUE DES FAR, RESIDENCE ABRAJ AL MADINA LOT A OPERATION IKBALE",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800894,"3, RUE OKBA IBN NAFII VN MEKNES_x000D_
_x000D_
_x000D_
",,,
MEKNES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4800896,IMMEUBLE 404 LOTISSEMENT RIAD AL ISMAILIA 1,,,
M'HAYA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4860864,"37, LOTISSEMENT AL FATH, M'HAYA",,,
MIDAR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5240035,RUE BIR ANZARANE,,,
MIDAR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5240069,MIDAR CENTRE,,,
MIDELT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3910860,ROUTE DE MEKNES,,,
MIDELT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3910873,"ANGLE RUE EL HOTEYA ET ROUTE D ERRACHIDIA_x000D_
",,,
MISSOUR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,1440790,BOULEVARD MOHAMED V,,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870708,"LOTISSEMENT AL MASSIRA, N° FB8, BOULEVARD RIAD SALAM, MOHAMMEDIA",,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870711,"BD MED VI, AL FALAH 2, N°9, EL ALIA MOHAMMEDIA",,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870716,AVENUE HASSAN II MOHAMMEDIA,,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870741,N° 81 BD HASSAN II MOHAMMEDIA,,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870745,LOT ANFA N°8  BD SEBTA  MOHAMEDIA,,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870786,"BENSLIMANE, PONT PLONDIN COMMUNE RURALE EL MANSOURIA_x000D_
",,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870880,"671, BOULEVARD DE LA RESISTANCE, EL ALIA, MOHAMMEDIA",,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870881,BOULEVARD HASSAN II,,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870882,"72, LOTISSEMENT LAAYOUNE, ROUTE AIN TEKKI",,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870883,"87-88, BOULEVARD EL ALIA, HASSANIA II",,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870923,ANGLE BOULEVARD RRACHIDI ET RUE OUED ZEM,,,
MOHAMMEDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7870948,"LOTISSEMENT ROUTE COTIERE, AVENUE HASSAN II, MOHAMMEDIA 20900",,,
MOULAY ABDELLAH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,1710775,"64, LOTISSEMENT SALAMA, MOULAY ABDELLAH",,,
MOULAY BOUSSELHAM,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3310128,"LOT 95, LOTISSEMENT HABOUS, MOULAY BOUSELHAM, KENITRA",,,
MOULAY DRISS ZERHOUN,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4840856,"KASBAT EL BALGHITIYINE, MOULAY DRISS ZERHOUN",,,
MOULAY YACOUB,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,2760743,MOULAY YACOUB CENTRE,,,
M'RIRT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3880847,M'RIRT CENTRE,,,
M'RIRT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3880886,"PROPRIETE ENNOUR M'RIRT CENTRE		_x000D_
	_x000D_
			_x000D_
			_x000D_
",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000002,"115, BOULEVARD DE LA LIGUE ARABE",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000003,"BOULEVARD MOHAMED V, NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000006,"20, BOULEVARD IBN TACHFINE",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000007,ROUTE PRINCIPALE ZEGANGAN NADOR,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000008,"220, ROUTE DE TAOUIMA, OULAD MIMOUN",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000010,"103, BOULEVARD AL MASSIRA",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000011,"113, BOULEVARD AL MASSIRA",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000012,"ROUTE PRINCIPALE, NADOR OUJDA",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000013,"113, BOULEVARD AL MASSIRA, HASSAN 1ER",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000014,QUARTIER EL KINNEDY NADOR .,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000015,"279, BOULEVARD AL MASSIRA",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000016,"670, RUE EL HASSAN 1ER NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000018,"21, RUE AL FATOUAKI, NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000019,ROUTE PRINCIPALE NADOR SEGANGAN,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000021,"BOULEVARD AL MASSIRA, NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000026,"ANGLE RUE SAKIAT EL HAMRA ET RUE N° 24, NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000029,QUATIER TIRAKAA ROUTE PRINCIPALE NADOR BENI  ANSAR,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000031,ANGLE RUE AL HASSANI ET RUE N°26,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000051,ANGLE RUE N°70 ET RUE N° 59 QUARTIER OULED MIMOUN 62000,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000054,RUE J QUARTIER OULED LAHCEN AARID NADOR 62000,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000056,50 ROUTE SEGANGAN NADOR 62000,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000057,"301, BD SIDI MOHAMED NADOR 62000",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000070,BD EL MASSIRA N°113 NADOR,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000072,"LOTISSEMENT AL BOUSTANE, NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000077,"ROUTE PRINCIPALE DE NADOR, TOUIMA_x000D_
_x000D_
_x000D_
",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000080,BOULEVARD DU PRINCE HERITIER SIDI MOHAMED,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000082,ANGLE ROUTE PRINCIPALE NADOR  SEGANGAN ET RUE N°103,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000091,"LOTISSEMENT SAADA, LOT N° 1205, EN FACE DE L'INSTITUT ARRISSALA,  NADOR",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000102,"RUE LARACHE, NADOR CENTRE_x000D_
_x000D_
",,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000104,ANGLE ROUTE PRINCIPALE NADOR ZEGANGAN ET ROUTE DE LA COMMUNE,,,
NADOR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5000108,RUE 30 QUARTIER AL MATAR  NADOR VILLE,,,
NOUACEUR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7940737,"NOT N° 2BIS, LOTISSEMENT KHADIJA",,,
NOUACEUR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7940757,93 LOTISSEMENT ONA DEROUA,,,
NOUACEUR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7940789,"LOCAUX COMMERCIAUX NOUCER GARDEN		_x000D_
			_x000D_
			_x000D_
",,,
NOUACEUR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7940993,"LOTISSEMENT SAPINO, LOT 58 NOUACEUR",,,
OUAOUIZEGHT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0840585,CENTRE OUAOUIZERTH,,,
OUARZAZATE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5500160,AVENUE MOULAY RACHID,,,
OUARZAZATE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5500161,AVENUE MOHAMED V,,,
OUARZAZATE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5500162,"IMMEUBLE N°76, AVENUE MOULAY ABDELLAH, LOTISSEMENT AL HIZAM OUARZAZATE",,,
OUARZAZATE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5500215,"HAY TIGUEMI LJADID, ROUTE PRINCIPALE DE ZAGORA OUARZAZATE",,,
OUED AMLIL,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,6950770,ROUTE DE TAZA,,,
OUED AMLIL,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,6950819,"LOTISSEMENT BEN HOUSSAINA MOHAMED N°16, OULED ZBAIR CENTRE",,,
OUED LAOU,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7290477,"AVENUE MOHAMED V, CENTRE OUED LAOU",,,
OUED ZEM,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4110545,ANGLE RUE DES MARTYRES ET RUE DU LAC,,,
OUED ZEM,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4110575,BOULEVARD MOHAMED V,,,
OUED ZEM,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4110626,N° 224 RUE SOUK TNINE OUED ZEM,,,
OUED ZEM,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4110653,"PROPRIETE DITE AL AZHAR 9, BD AL MASSIRA OUED ZEM 			_x000D_
	_x000D_
			_x000D_
",,,
OUEZZANE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3410171,"16, PLACE DE L'INDEPENDANCE",,,
OUEZZANE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3410186,"26, AVENUE ALLAL BEN ABDELLAH, OUAZZANE",,,
OUEZZANE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3410238,"39, HAY EL HADDADINE, AVENUE BIR ANZARANE OUAZZANE",,,
OUEZZANE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3410322,"QUARTIER AGADIR, ROUTE DE RABAT N°282 ET 288 OUEZZANE",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700702,BOULEVARD ZERKTOUNI,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700703,"34, BOULEVARD MOHAMED DERFOUFI",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700704,"BD HASSAN LOUKILI  ,  OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700705,"BOULEVARD DERFOUFI, ISLY",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700707,"5, ROUTE DE TAZA, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700708,"HAY AL JAOUHARA, RUE B2, OUED NACHEF, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700709,LOT N°183 LOTISSEMENT AMRANI ET DOUHI OUJDA 60000,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700710,BOULEVARD MOHAMED DERFOUFI,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700713,"117, RUE RAS ASFOUR, LOT N° 18, OUJDA 60000",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700714,"39, BOULEVARD ALLAL AL FASSI, IMMEUBLE BOUZIDI",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700715,"130, BOULEVARD AHFIR, TOBA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700716,"LOTISSEMENT SOUK LAKHMISS, LOT N° 160, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700717,"ANGLE RUES AL QUAHIRA ET ABDELKHALEK TORRES, BOUDIR",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700718,ANGLE MOULAY YOUSSEF ET RUE TINDOUF,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700719,ANGLE BOULEVARDS HASSAN II ET ESSAOUIRA,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700720,RUE SABOUNI,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700721,RUE MOULAY EL HASSAN,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700722,"23, RUE SIDI YAHYA, OUJDA 60000",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700723,"14, RUE IBNOU ROCHD, ARTISANAT",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700724,"2, LOTISSEMENT LAMOUAFAK, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700725,"7, BOULEVARD  AL MANSOUR EDDAHBI, KOULOUCHE",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700726,106 RUE LIEUTENANT BELHOUCINE OUJDA 60000,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700727,ANGLE RUE DE TAYRET ET RUE DE BABEL OUJDA,,,
